Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Weekly_Sales,Percentage,IsHoliday
10,2011-05-27,78.62,3.933,NA,NA,NA,NA,NA,129.0623548,8.494,1743000.38,-0.0823534637327,0
10,2011-06-03,81.87,3.893,NA,NA,NA,NA,NA,129.0490323,8.494,1792210.89,-0.0564453488708,0
10,2011-06-10,84.57,3.981,NA,NA,NA,NA,NA,129.0357097,8.494,1740063.1,-0.0838998689137,0
10,2011-06-17,87.96,3.935,NA,NA,NA,NA,NA,129.0432,8.494,1817934.76,-0.0429023683438,0
10,2011-06-24,90.69,3.807,NA,NA,NA,NA,NA,129.0663,8.494,1711813.13,-0.0987727785341,0
10,2011-07-01,95.36,3.842,NA,NA,NA,NA,NA,129.0894,8.257,1751369.75,-0.0779471976875,0
10,2011-07-08,88.57,3.793,NA,NA,NA,NA,NA,129.1125,8.257,1699708.38,-0.105145629646,0
10,2011-07-15,86.01,3.779,NA,NA,NA,NA,NA,129.1338387,8.257,1775068.4,-0.0654704453378,0
10,2011-07-22,88.59,3.697,NA,NA,NA,NA,NA,129.1507742,8.257,1774342.61,-0.0658525557992,0
10,2011-07-29,86.75,3.694,NA,NA,NA,NA,NA,129.1677097,8.257,1745841.33,-0.0808577739112,0
10,2011-08-05,89.8,3.803,NA,NA,NA,NA,NA,129.1846452,8.257,1886299.98,-0.00690977301561,0
10,2011-08-12,85.61,3.794,NA,NA,NA,NA,NA,129.2015806,8.257,1917397.63,0.00946236960466,0
10,2011-08-19,87.4,3.743,NA,NA,NA,NA,NA,129.2405806,8.257,1954849.68,0.0291799464641,0
10,2011-08-26,91.59,3.663,NA,NA,NA,NA,NA,129.2832581,8.257,1728399.07,-0.0900406918597,0
10,2011-09-02,91.61,3.798,NA,NA,NA,NA,NA,129.3259355,8.257,1758587.35,-0.0741473100247,0
10,2011-09-09,89.06,3.771,NA,NA,NA,NA,NA,129.3686129,8.257,1670579.82,-0.120481095144,1
10,2011-09-16,77.49,3.784,NA,NA,NA,NA,NA,129.4306,8.257,1650894.3,-0.13084503393,0
10,2011-09-23,82.51,3.789,NA,NA,NA,NA,NA,129.5183333,8.257,1685910.53,-0.11240985598,0
10,2011-09-30,82.27,3.877,NA,NA,NA,NA,NA,129.6060667,8.257,1627707.31,-0.143052409961,0
10,2011-10-07,75.01,3.827,NA,NA,NA,NA,NA,129.6938,7.874,1788227.6,-0.0585424524132,0
10,2011-10-14,70.27,3.698,NA,NA,NA,NA,NA,129.7706452,7.874,1704753.02,-0.102489751612,0
10,2011-10-21,77.91,3.842,NA,NA,NA,NA,NA,129.7821613,7.874,1745928.56,-0.0808118494764,0
10,2011-10-28,72.79,3.843,NA,NA,NA,NA,NA,129.7936774,7.874,1771792.97,-0.0671948781197,0
10,2011-11-04,68.57,3.828,NA,NA,NA,NA,NA,129.8051935,7.874,1904438.59,0.00263975596338,0
10,2011-11-11,55.28,3.677,13444.17,14909.99,752.18,4320.22,5896.3,129.8167097,7.874,2076570.84,0.0932631228914,0
10,2011-11-18,58.97,3.669,3886.23,708.7,115.18,695.54,9141.32,129.8268333,7.874,1869087.85,-0.015971533218,0
10,2011-11-25,60.68,3.76,174.72,329,141630.61,79,1009.98,129.8364,7.874,2950198.64,0.553206525002,1
10,2011-12-02,57.29,3.701,7772.17,240,4737.51,6615.5,36360.42,129.8459667,7.874,2068097.18,0.0888019507438,0
10,2011-12-09,42.58,3.644,7010.08,74.24,1019.36,5124.86,9458.28,129.8555333,7.874,2429310.9,0.278972029198,0
10,2011-12-16,50.53,3.489,2200.27,337.44,1203.16,158.52,3475.95,129.8980645,7.874,2555031.18,0.345160643271,0
10,2011-12-23,48.36,3.541,300.02,77.73,2432.01,108.37,4078.21,129.9845484,7.874,3487986.89,0.836338720795,0
10,2011-12-30,48.92,3.428,7676.36,104519.54,179.82,1573.87,3732.93,130.0710323,7.874,1930690.37,0.0164606680322,1
10,2012-01-06,59.85,3.443,7737.75,38456.09,39.72,305.2,5408.08,130.1575161,7.545,1683401.78,-0.113730650728,0
10,2012-01-13,51,3.477,5203.77,14424.42,1.38,597.55,5659.57,130.244,7.545,1711562.73,-0.0989046079332,0
10,2012-01-20,54.51,3.66,2972.31,3286.44,1,644.03,5331.52,130.2792258,7.545,1675562.94,-0.117857605866,0
10,2012-01-27,53.59,3.675,3242.59,1646.86,NA,45.8,1691.83,130.3144516,7.545,1632406.0,-0.140578666035,0
10,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,1867403.01,-0.0168585597545,0
10,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723,130.3849032,7.545,2218595.8,0.168035747214,1
10,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,2168709.76,0.141771982536,0
10,2012-02-24,56.02,3.95,13929.09,4614.67,NA,596.5,6528.31,130.5502069,7.545,2039415.74,0.0737018828533,0
10,2012-03-02,57.62,3.882,22685.06,152.91,48.76,5831.75,2808.95,130.6457931,7.545,1990371.02,0.0478810523207,0
10,2012-03-09,57.65,3.963,11265.62,7.9,14.95,919.45,2473.83,130.7413793,7.545,1917483.1,0.00950736744307,0
10,2012-03-16,62.11,4.273,3977.45,-10.5,6.03,1928.5,2273.92,130.8261935,7.545,1930814.66,0.0165261036392,0
10,2012-03-23,56.54,4.288,4034.35,3.1,4.08,480.89,2194.51,130.8966452,7.545,1837457.69,-0.0326240291662,0
10,2012-03-30,67.92,4.294,7388.74,7.8,NA,574.87,4035.49,130.9670968,7.545,1815760.42,-0.0440471045082,0
10,2012-04-06,65.99,4.282,9256,NA,23.74,4802.15,8553.67,131.0375484,7.382,2163384.17,0.138968191284,0
10,2012-04-13,70.28,4.254,7299.64,10818.3,27.47,3675.97,1148.04,131.108,7.382,1974687.51,0.0396240726934,0
10,2012-04-20,67.75,4.111,4973.95,4561.31,5.17,1953.72,3653.48,131.1173333,7.382,1777166.53,-0.064365831851,0
10,2012-04-27,80.11,4.088,3444.43,1.5,3.39,124.18,2906.22,131.1266667,7.382,1712987.56,-0.0981544702228,0
10,2012-05-04,77.02,4.058,18275.88,NA,21.31,4872.45,2722.29,131.136,7.382,1821364.42,-0.0410967372861,0
10,2012-05-11,76.03,4.186,10837.25,NA,105.67,4736.02,2747.36,131.1453333,7.382,1792345.3,-0.0563745853343,0
10,2012-05-18,85.19,4.308,9630.62,NA,9.46,972.85,2986.24,131.0983226,7.382,1795152.73,-0.0548965429627,0
10,2012-05-25,86.03,4.127,7786.58,NA,712.2,1701.28,3214.55,131.0287742,7.382,1830939.1,-0.0360559053743,0
10,2012-06-01,80.06,4.277,11614.41,NA,172.39,2945.55,1528.02,130.9592258,7.382,1767471.48,-0.069470035587,0
10,2012-06-08,86.87,4.103,7184.69,31,338.26,637.39,5399.57,130.8896774,7.382,1840491.41,-0.0310268507135,0
10,2012-06-15,88.58,4.144,6017.71,18.8,41.99,2052.91,4250.19,130.8295333,7.382,1811562.88,-0.04625700537,0
10,2012-06-22,89.92,4.014,7684.55,12.6,1.17,3375.65,7210.53,130.7929,7.382,1755334.18,-0.0758600234679,0
10,2012-06-29,91.36,3.875,3339.88,22,NA,1119.45,3710.52,130.7562667,7.382,1707481.9,-0.10105306387,0
10,2012-07-06,86.87,3.666,12644.88,11.2,4.12,5763.56,4746.94,130.7196333,7.17,1805999.79,-0.0491858344902,0
10,2012-07-13,89.8,3.723,7069.25,5,0.32,8194.36,1372.82,130.683,7.17,1765571.91,-0.0704701121509,0
10,2012-07-20,84.45,3.589,6596.8,-1.6,44.6,4275.27,10650.28,130.7012903,7.17,1869967.03,-0.0155086667201,0
10,2012-07-27,83.98,3.769,9511.34,NA,8.87,16376.33,3062.22,130.7195806,7.17,1817603.66,-0.0430766842944,0
10,2012-08-03,84.76,3.595,37194.44,NA,53.4,21623.93,2549.27,130.737871,7.17,1939440.09,0.0210671789334,0
10,2012-08-10,90.78,3.811,15282.47,NA,58.8,5537.01,14827.71,130.7561613,7.17,1880436.94,-0.00999651838282,0
10,2012-08-17,88.83,4.002,4407.9,0,7.2,3037.56,3717.52,130.7909677,7.17,1827797.4,-0.037709932623,0
10,2012-08-24,82.5,4.055,11322.69,NA,34,6602.59,7256.22,130.8381613,7.17,1764984.15,-0.0707795532356,0
10,2012-08-31,86.97,3.886,26218.85,NA,68.24,12440.51,3544.68,130.8853548,7.17,1650285.54,-0.131165530995,0
10,2012-09-07,83.07,4.124,11848.88,20,47.52,3530.47,2552.3,130.9325484,7.17,1708283.28,-0.100631157146,1
10,2012-09-14,78.47,3.966,10389.14,NA,15.97,4943.53,7618.04,130.9776667,7.17,1640168.99,-0.136491644043,0
10,2012-09-21,81.93,4.125,11273.56,245.91,27,2976.5,7950.03,131.0103333,7.17,1671857.57,-0.119808391411,0
10,2012-09-28,82.52,3.966,6091.96,62.82,2.82,3350.88,1751.75,131.043,7.17,1694862.41,-0.107696912845,0
10,2012-10-05,80.88,4.132,8975.95,NA,46.24,9546.75,7186.77,131.0756667,6.943,1758971.38,-0.0739451277398,0
10,2012-10-12,76.03,4.468,2674.51,NA,10.32,1390.15,8116.13,131.1083333,6.943,1713889.11,-0.0976798264739,0
10,2012-10-19,72.71,4.449,3067.64,NA,53.6,967.02,2705.58,131.1499677,6.943,1734834.82,-0.0866524288601,0
10,2012-10-26,70.5,4.301,9657.93,63.3,100,1925.87,834.57,131.1930968,6.943,1744349.05,-0.0816434223763,0
11,2010-02-05,46.04,2.572,NA,NA,NA,NA,NA,214.4248812,7.368,1528008.64,0.126531739025,0
11,2010-02-12,48.01,2.548,NA,NA,NA,NA,NA,214.5747916,7.368,1574684.08,0.160943432269,1
11,2010-02-19,48.3,2.514,NA,NA,NA,NA,NA,214.6198868,7.368,1503298.7,0.108314216591,0
11,2010-02-26,52.79,2.561,NA,NA,NA,NA,NA,214.6475127,7.368,1336404.65,-0.014729226658,0
11,2010-03-05,53.96,2.625,NA,NA,NA,NA,NA,214.6751386,7.368,1426622.65,0.0517844289397,0
11,2010-03-12,64.1,2.667,NA,NA,NA,NA,NA,214.7027646,7.368,1331883.16,-0.0180627169665,0
11,2010-03-19,61.51,2.72,NA,NA,NA,NA,NA,214.5301219,7.368,1364207.0,0.00576818996292,0
11,2010-03-26,58.09,2.732,NA,NA,NA,NA,NA,214.3241011,7.368,1245624.27,-0.081657499623,0
11,2010-04-02,66.16,2.719,NA,NA,NA,NA,NA,214.1180803,7.343,1446210.26,0.0662254888782,0
11,2010-04-09,69.57,2.77,NA,NA,NA,NA,NA,213.9120595,7.343,1470308.32,0.0839918998318,0
11,2010-04-16,67.81,2.808,NA,NA,NA,NA,NA,213.7726889,7.343,1323243.35,-0.0244324585565,0
11,2010-04-23,68.37,2.795,NA,NA,NA,NA,NA,213.7221852,7.343,1283766.55,-0.0535369197428,0
11,2010-04-30,71.13,2.78,NA,NA,NA,NA,NA,213.6716815,7.343,1239766.89,-0.0859758812766,0
11,2010-05-07,75.57,2.835,NA,NA,NA,NA,NA,213.6211778,7.343,1312329.78,-0.0324785406723,0
11,2010-05-14,77.64,2.854,NA,NA,NA,NA,NA,213.6196139,7.343,1266796.13,-0.0660484437317,0
11,2010-05-21,76.97,2.826,NA,NA,NA,NA,NA,213.9116886,7.343,1271646.62,-0.0624723965865,0
11,2010-05-28,79.69,2.759,NA,NA,NA,NA,NA,214.2037634,7.343,1264272.52,-0.0679089873749,0
11,2010-06-04,79.66,2.705,NA,NA,NA,NA,NA,214.4958382,7.343,1396322.19,0.0294452686736,0
11,2010-06-11,82.81,2.668,NA,NA,NA,NA,NA,214.787913,7.343,1339570.85,-0.0123949304383,0
11,2010-06-18,84.13,2.637,NA,NA,NA,NA,NA,214.7858259,7.343,1336522.92,-0.0146420315301,0
11,2010-06-25,84.5,2.653,NA,NA,NA,NA,NA,214.6660741,7.343,1262025.08,-0.0695659233537,0
11,2010-07-02,83.09,2.669,NA,NA,NA,NA,NA,214.5463222,7.346,1302600.14,-0.0396517646858,0
11,2010-07-09,83.01,2.642,NA,NA,NA,NA,NA,214.4265704,7.346,1280156.47,-0.0561984686333,0
11,2010-07-16,84.9,2.623,NA,NA,NA,NA,NA,214.4176476,7.346,1290609.54,-0.0484918923633,0
11,2010-07-23,84.57,2.608,NA,NA,NA,NA,NA,214.5564968,7.346,1244390.03,-0.0825674490154,0
11,2010-07-30,83.26,2.64,NA,NA,NA,NA,NA,214.695346,7.346,1250178.89,-0.0782995840623,0
11,2010-08-06,86.54,2.627,NA,NA,NA,NA,NA,214.8341952,7.346,1369634.92,0.00976995016036,0
11,2010-08-13,87.73,2.692,NA,NA,NA,NA,NA,214.9730444,7.346,1384339.1,0.0206106777798,0
11,2010-08-20,88.93,2.664,NA,NA,NA,NA,NA,214.9314191,7.346,1430192.37,0.0544162222256,0
11,2010-08-27,87.7,2.619,NA,NA,NA,NA,NA,214.8897938,7.346,1311263.07,-0.0332649777643,0
11,2010-09-03,84.94,2.577,NA,NA,NA,NA,NA,214.8481685,7.346,1303914.27,-0.0386829160056,0
11,2010-09-10,81.93,2.565,NA,NA,NA,NA,NA,214.8065431,7.346,1231428.46,-0.0921234290082,1
11,2010-09-17,83.04,2.582,NA,NA,NA,NA,NA,214.8322484,7.346,1215676.31,-0.103736777564,0
11,2010-09-24,77.36,2.624,NA,NA,NA,NA,NA,214.9084516,7.346,1170103.25,-0.137335735836,0
11,2010-10-01,75.11,2.603,NA,NA,NA,NA,NA,214.9846548,7.564,1182490.46,-0.128203205523,0
11,2010-10-08,68.71,2.633,NA,NA,NA,NA,NA,215.060858,7.564,1293472.8,-0.0463809401196,0
11,2010-10-15,71.46,2.72,NA,NA,NA,NA,NA,215.1293114,7.564,1175003.67,-0.133722877558,0
11,2010-10-22,72.6,2.725,NA,NA,NA,NA,NA,215.17839,7.564,1169831.38,-0.137536173305,0
11,2010-10-29,74.21,2.716,NA,NA,NA,NA,NA,215.2274686,7.564,1195036.0,-0.118953945654,0
11,2010-11-05,64.41,2.689,NA,NA,NA,NA,NA,215.2765472,7.564,1332759.13,-0.0174169038594,0
11,2010-11-12,63.74,2.728,NA,NA,NA,NA,NA,215.3256258,7.564,1281675.6,-0.0550784827144,0
11,2010-11-19,58.63,2.771,NA,NA,NA,NA,NA,215.2074519,7.564,1292346.57,-0.0472112586186,0
11,2010-11-26,69.9,2.735,NA,NA,NA,NA,NA,215.0614025,7.564,1757242.51,0.295535515218,1
11,2010-12-03,55.9,2.708,NA,NA,NA,NA,NA,214.9153531,7.564,1380522.64,0.017796974239,0
11,2010-12-10,53.33,2.843,NA,NA,NA,NA,NA,214.7693037,7.564,1564516.43,0.15344728327,0
11,2010-12-17,54.63,2.869,NA,NA,NA,NA,NA,214.704919,7.564,1843971.15,0.359476623327,0
11,2010-12-24,59.33,2.886,NA,NA,NA,NA,NA,214.7017828,7.564,2306265.36,0.700305259174,0
11,2010-12-31,55.03,2.943,NA,NA,NA,NA,NA,214.6986466,7.564,1172003.1,-0.135935062261,1
11,2011-01-07,54.43,2.976,NA,NA,NA,NA,NA,214.6955104,7.551,1178905.44,-0.130846278808,0
11,2011-01-14,45.34,2.983,NA,NA,NA,NA,NA,214.7470729,7.551,1194449.78,-0.119386139177,0
11,2011-01-21,51.51,3.016,NA,NA,NA,NA,NA,215.1268275,7.551,1187776.19,-0.124306275589,0
11,2011-01-28,51.04,3.01,NA,NA,NA,NA,NA,215.5065821,7.551,1100418.69,-0.188711013766,0
11,2011-02-04,47.17,2.989,NA,NA,NA,NA,NA,215.8863367,7.551,1422546.05,0.0487789359294,0
11,2011-02-11,44.61,3.022,NA,NA,NA,NA,NA,216.2660913,7.551,1419236.9,0.0463392491327,1
11,2011-02-18,61.5,3.045,NA,NA,NA,NA,NA,216.5843571,7.551,1554747.15,0.146244834476,0
11,2011-02-25,68.74,3.065,NA,NA,NA,NA,NA,216.8780275,7.551,1323999.36,-0.023875086538,0
11,2011-03-04,66.5,3.288,NA,NA,NA,NA,NA,217.1716979,7.551,1399456.99,0.0317564150919,0
11,2011-03-11,63.29,3.459,NA,NA,NA,NA,NA,217.4653683,7.551,1314557.31,-0.030836283437,0
11,2011-03-18,70.17,3.488,NA,NA,NA,NA,NA,217.7235226,7.551,1391813.69,0.0261213553053,0
11,2011-03-25,73.74,3.473,NA,NA,NA,NA,NA,217.9674705,7.551,1229777.24,-0.0933407989166,0
11,2011-04-01,69.1,3.524,NA,NA,NA,NA,NA,218.2114184,7.574,1258674.12,-0.0720364347745,0
11,2011-04-08,73.57,3.622,NA,NA,NA,NA,NA,218.4553663,7.574,1327401.06,-0.0213671668075,0
11,2011-04-15,76.64,3.743,NA,NA,NA,NA,NA,218.6788642,7.574,1312905.8,-0.0320538671493,0
11,2011-04-22,78.31,3.807,NA,NA,NA,NA,NA,218.851237,7.574,1388118.53,0.0233970807745,0
11,2011-04-29,79.97,3.81,NA,NA,NA,NA,NA,219.0236099,7.574,1357589.89,0.000889693702834,0
11,2011-05-06,71.39,3.906,NA,NA,NA,NA,NA,219.1959827,7.574,1331453.41,-0.0183795522266,0
11,2011-05-13,80.93,3.899,NA,NA,NA,NA,NA,219.3683556,7.574,1277959.42,-0.0578182543416,0
11,2011-05-20,76.97,3.907,NA,NA,NA,NA,NA,219.127216,7.574,1239466.97,-0.0861969987431,0
11,2011-05-27,85.61,3.786,NA,NA,NA,NA,NA,218.8860765,7.574,1216876.52,-0.102851916953,0
11,2011-06-03,86.14,3.699,NA,NA,NA,NA,NA,218.6449369,7.574,1343637.0,-0.0093971417408,0
11,2011-06-10,85.79,3.648,NA,NA,NA,NA,NA,218.4037974,7.574,1314626.75,-0.0307850884621,0
11,2011-06-17,87.9,3.637,NA,NA,NA,NA,NA,218.3551748,7.574,1337506.74,-0.0139167054904,0
11,2011-06-24,86.13,3.594,NA,NA,NA,NA,NA,218.45094,7.574,1254587.84,-0.0750490644116,0
11,2011-07-01,86.43,3.524,NA,NA,NA,NA,NA,218.5467052,7.567,1297472.06,-0.0434324663972,0
11,2011-07-08,87.17,3.48,NA,NA,NA,NA,NA,218.6424704,7.567,1334627.96,-0.016039099929,0
11,2011-07-15,88.3,3.575,NA,NA,NA,NA,NA,218.7275216,7.567,1266546.73,-0.0662323150845,0
11,2011-07-22,87.8,3.651,NA,NA,NA,NA,NA,218.7857881,7.567,1290576.44,-0.048516295498,0
11,2011-07-29,89.46,3.682,NA,NA,NA,NA,NA,218.8440545,7.567,1212938.67,-0.105755115857,0
11,2011-08-05,90.04,3.684,NA,NA,NA,NA,NA,218.9023209,7.567,1403198.94,0.0345151857758,0
11,2011-08-12,90.3,3.638,NA,NA,NA,NA,NA,218.9605873,7.567,1354188.43,-0.00161804908652,0
11,2011-08-19,89.51,3.554,NA,NA,NA,NA,NA,219.023271,7.567,1484169.74,0.0942112985768,0
11,2011-08-26,89.09,3.523,NA,NA,NA,NA,NA,219.0866908,7.567,1304706.75,-0.0380986563037,0
11,2011-09-02,91.44,3.533,NA,NA,NA,NA,NA,219.1501106,7.567,1297792.41,-0.0431962868147,0
11,2011-09-09,84.91,3.546,NA,NA,NA,NA,NA,219.2135305,7.567,1249439.95,-0.078844371141,1
11,2011-09-16,85.11,3.526,NA,NA,NA,NA,NA,219.3972867,7.567,1270816.01,-0.0630847678149,0
11,2011-09-23,82.14,3.467,NA,NA,NA,NA,NA,219.7414914,7.567,1235775.15,-0.0889188108427,0
11,2011-09-30,84.4,3.355,NA,NA,NA,NA,NA,220.085696,7.567,1190515.83,-0.122286462787,0
11,2011-10-07,76.97,3.285,NA,NA,NA,NA,NA,220.4299007,7.197,1346271.06,-0.00745516830242,0
11,2011-10-14,75.56,3.274,NA,NA,NA,NA,NA,220.7486167,7.197,1286388.96,-0.0516035353231,0
11,2011-10-21,70.91,3.353,NA,NA,NA,NA,NA,220.9144005,7.197,1325107.53,-0.0230580828611,0
11,2011-10-28,72.66,3.372,NA,NA,NA,NA,NA,221.0801842,7.197,1310684.1,-0.033691826189,0
11,2011-11-04,61.13,3.332,NA,NA,NA,NA,NA,221.245968,7.197,1458287.38,0.0751294038429,0
11,2011-11-11,64.2,3.297,9134.39,10126.19,473.38,2206.22,6338.3,221.4117517,7.197,1366053.69,0.00712967107152,0
11,2011-11-18,66.17,3.308,10941.05,222.94,263.1,404.05,8885.3,221.6432852,7.197,1315091.63,-0.0304423534401,0
11,2011-11-25,70.03,3.236,531.09,74.35,71081.98,3,1676.85,221.9011185,7.197,1848953.48,0.363149870148,1
11,2011-12-02,56.89,3.172,7019.2,97.47,2917.09,3648.95,28803.28,222.1589519,7.197,1399322.44,0.0316572174555,0
11,2011-12-09,50.63,3.158,4923.89,36,525.03,2598.36,8696.45,222.4167852,7.197,1646655.94,0.214005033155,0
11,2011-12-16,59.69,3.159,1812.02,143.06,592.44,669.07,4900.25,222.6426418,7.197,1783910.06,0.315196295066,0
11,2011-12-23,54.29,3.112,515.57,11.23,964.31,NA,3429.82,222.8258628,7.197,2213518.5,0.631927189345,0
11,2011-12-30,48.86,3.129,4241.32,58046.41,239.33,78.09,586.72,223.0090839,7.197,1352084.21,-0.00316939542962,1
11,2012-01-06,54.44,3.157,5107.29,32305.3,144.66,530.55,6004.19,223.1923049,6.833,1283885.55,-0.0534491864189,0
11,2012-01-13,53.1,3.261,7153.87,4831.34,39.14,590.68,8698.99,223.3755259,6.833,1264736.59,-0.0675668495293,0
11,2012-01-20,56.43,3.268,2421.89,1803.64,37.76,297.73,2282.23,223.4700552,6.833,1207303.29,-0.10990982694,0
11,2012-01-27,58.36,3.29,708.33,1631.94,49.3,3,2116.1,223.5645845,6.833,1162675.85,-0.142811622307,0
11,2012-02-03,60.24,3.36,50909.18,1957.49,137.23,37091.67,6418.36,223.6591137,6.833,1376732.18,0.0150024393236,0
11,2012-02-10,52.23,3.409,12424.72,4575.75,81.74,8932.68,6987.67,223.753643,6.833,1574287.76,0.160651243437,1
11,2012-02-17,52.77,3.51,10256.46,9792.52,24.82,4060.54,2418.36,223.9170153,6.833,1569607.94,0.157201023573,0
11,2012-02-24,61.11,3.555,17546.88,7531.48,0.5,3698.03,12656.68,224.1320199,6.833,1379473.03,0.0170231442045,0
11,2012-03-02,62.61,3.63,16404.25,1191.27,7.03,11524.7,4400.35,224.3470245,6.833,1438383.44,0.0604551280865,0
11,2012-03-09,61.44,3.669,7634.94,379.04,3.5,1251.85,6147.5,224.5620291,6.833,1413382.76,0.0420232561847,0
11,2012-03-16,64.21,3.734,7073.59,224.43,4.19,3164.68,2438.5,224.7166953,6.833,1441884.28,0.0630361392601,0
11,2012-03-23,67.16,3.787,7359.11,297.23,2.04,558.46,3588.44,224.7909104,6.833,1300593.61,-0.0411310886053,0
11,2012-03-30,70.23,3.845,7438.04,190.98,1,1345.08,3504,224.8651254,6.833,1300104.03,-0.0414920338214,0
11,2012-04-06,74.19,3.891,10760.37,NA,45.34,4048.21,5596.73,224.9393405,6.664,1596325.01,0.17689831228,0
11,2012-04-13,72.74,3.891,8906.38,4722.18,9.86,1412.83,2772.79,225.0135556,6.664,1472752.01,0.0857935220696,0
11,2012-04-20,71.97,3.877,7906.21,68.22,1.44,393.55,4854.79,225.0689541,6.664,1315356.99,-0.0302467155004,0
11,2012-04-27,73.4,3.814,1824.41,1.41,1.48,NA,5826.68,225.1243526,6.664,1236238.29,-0.0885773586441,0
11,2012-05-04,79.07,3.749,17975.32,NA,160.84,9298.85,4109.98,225.1797511,6.664,1370251.22,0.0102243203076,0
11,2012-05-11,75.13,3.688,15656.23,NA,21.7,4600.43,3707.51,225.2351496,6.664,1300147.07,-0.0414603023738,0
11,2012-05-18,72.53,3.63,4622.9,NA,9.22,479.55,4109.33,225.2512024,6.664,1352442.31,-0.0029053844776,0
11,2012-05-25,78.44,3.561,15143.06,NA,984.13,2938.13,5495.44,225.2515168,6.664,1297335.87,-0.0435328731315,0
11,2012-06-01,81.67,3.501,8172.36,79.6,126.72,1785.38,4232.48,225.2518313,6.664,1361595.33,0.00384272366002,0
11,2012-06-08,82.1,3.452,11984.13,191.4,78.65,2768.31,6358.77,225.2521458,6.664,1414343.53,0.0427315885008,0
11,2012-06-15,84.97,3.393,7018,247.6,0.15,2876.5,4951.58,225.2644795,6.664,1417875.42,0.0453354914366,0
11,2012-06-22,83.26,3.346,8329.88,278.6,1.98,1726.99,6103.42,225.3068615,6.664,1355680.3,-0.000518160734119,0
11,2012-06-29,87.86,3.286,4430.73,219.8,NA,1799.43,6504.38,225.3492435,6.664,1297028.6,-0.0437594094209,0
11,2012-07-06,83.44,3.227,8324.1,125.6,88.73,6101.75,4603.06,225.3916254,6.334,1461129.94,0.0772250949119,0
11,2012-07-13,82.46,3.256,7783.03,105.95,34.8,4778.55,2445.82,225.4340074,6.334,1320239.51,-0.0266470540833,0
11,2012-07-20,82.41,3.311,2874.78,140.22,44.95,3689.47,6187.32,225.4438827,6.334,1344483.81,-0.00877282698436,0
11,2012-07-27,85.43,3.407,2799.14,97.58,5.64,2364.95,1897.08,225.4537579,6.334,1272395.02,-0.0619206350772,0
11,2012-08-03,86.94,3.417,21974.47,173.58,25.5,22778.65,6172.69,225.4636332,6.334,1399341.07,0.0316709525128,0
11,2012-08-10,86.21,3.494,16812.92,128.54,8.74,4764.33,4098.22,225.4735085,6.334,1388973.65,0.0240275221185,0
11,2012-08-17,87.73,3.571,6844.78,209.26,0.04,1235.79,2254.08,225.5558664,6.334,1421307.2,0.0478655877922,0
11,2012-08-24,83.17,3.62,3936.04,74.16,102.55,1673.59,4930.02,225.6925864,6.334,1409515.73,0.0391722696676,0
11,2012-08-31,86.49,3.638,16650.73,120,45,7575.93,6689.78,225.8293063,6.334,1372872.35,0.0121567610411,0
11,2012-09-07,85.17,3.73,14597.86,56,45.05,3235.27,2855.68,225.9660263,6.334,1304584.4,-0.0381888594313,1
11,2012-09-14,79.61,3.717,7571.95,32.98,19.52,707.47,8664.16,226.1122067,6.334,1267675.05,-0.0654004557229,0
11,2012-09-21,73.64,3.721,6267.79,159.46,12,838.95,9194.37,226.3151496,6.334,1326132.98,-0.0223020649031,0
11,2012-09-28,77.67,3.666,7694.84,51.91,5.2,1653.38,3211.84,226.5180926,6.334,1227430.73,-0.0950707747307,0
11,2012-10-05,73.37,3.617,5635.1,NA,27.94,1754.56,5473.9,226.7210356,6.034,1422794.26,0.0489619299489,0
11,2012-10-12,69.94,3.601,2345.03,NA,22.95,271.93,13035.68,226.9239785,6.034,1311965.09,-0.0327474101336,0
11,2012-10-19,73.77,3.594,2344.65,NA,153.97,409.53,2739.63,226.9688442,6.034,1232073.18,-0.0916481060789,0
11,2012-10-26,74.26,3.506,4115.64,147.27,153,1060.9,3936.2,226.9873637,6.034,1200729.45,-0.114756422184,0
12,2010-02-05,49.47,2.962,NA,NA,NA,NA,NA,126.4420645,13.975,1100046.37,0.0902325226319,0
12,2010-02-12,47.87,2.946,NA,NA,NA,NA,NA,126.4962581,13.975,1117863.33,0.107890532127,1
12,2010-02-19,54.83,2.915,NA,NA,NA,NA,NA,126.5262857,13.975,1095421.65,0.0856490611619,0
12,2010-02-26,50.23,2.825,NA,NA,NA,NA,NA,126.5522857,13.975,1048617.17,0.0392621381262,0
12,2010-03-05,53.77,2.987,NA,NA,NA,NA,NA,126.5782857,13.975,1077018.27,0.0674098632976,0
12,2010-03-12,50.11,2.925,NA,NA,NA,NA,NA,126.6042857,13.975,985594.23,-0.0231985551079,0
12,2010-03-19,59.57,3.054,NA,NA,NA,NA,NA,126.6066452,13.975,972088.34,-0.0365839549662,0
12,2010-03-26,60.06,3.083,NA,NA,NA,NA,NA,126.6050645,13.975,981615.81,-0.0271414824162,0
